source_id,source_name,source_status,source_version,retrieved_at,acquisition_method,original_artifact_path,original_artifact_url,sha256,file_size_bytes,row_count_raw,license_or_terms,notes
SRC_MOONDB,MoonDB,imported,unknown,unknown,local_import,data/raw/moondb/all_emf_and_curated.tsv,unknown,c503101da091ba457f9480f094b67f939fe3b0ac9310b3f7e5d7868b21532d55,8331,351,to_be_verified,Unit of record: protein. Identifiers: UniProtKB_ac. Evidence character: Predicted (289), Curated (62). All UniProtKB_ac values unique. No missing values.
